Date,Product_Name,Category,Quantity_Sold,Cost_Price,Selling_Price,Profit,Remaining_Stock
4/30/2024,Formal Oxford Black,Formal,11,1680,3206,16789,44
9/3/2024,Ethnic Mojri,Ethnic,,469,994,7349,83
7/13/2022,Casual Canvas White,Casual,10,523,1165,6413,39
10/5/2024,Sandals Summer,Casual,14,393,903,7139,140
8/29/2024,Sandals Summer,Casual,12,419,886,5609,15
6/5/2023,Casual Canvas White,Casual,3,530,1124,1785,18
9/16/2024,Casual Canvas White,Casual,6,591,1103,3072,17
4/23/2023,Casual Canvas White,Casual,4,565,1116,2205,43
6/6/2023,Jogging Shoes Puma,Sports,6,2549,,9691,50
6/5/2023,Ladies Heels Red,Ladies,14,1174,2603,20012,75
2/14/2024,Kids Sneakers Blue,Kids,7,570,1230,4618,86
5/12/2024,Casual Canvas White,Casual,10,,1105,5619,83
11/8/2022,Ladies Heels Red,Ladies,3,1221,2294,3217,74
6/20/2022,Slippers Home,Casual,5,257,591,1667,35
5/25/2024,Sandals Summer,Casual,11,381,955,6308,140
6/7/2022,Casual Canvas White,Casual,7,576,1204,4395,52
6/16/2023,Ethnic Mojri,Ethnic,6,491,1018,3162,129
1/18/2024,Boots Winter Leather,Formal,,3622,6539,26259,53
4/26/2024,Formal Pump Ladies,Ladies,13,1415,2993,20509,129
8/28/2023,Casual Loafers Brown,Casual,12,934,1945,12134,84
10/13/2022,Ethnic Mojri,Ethnic,10,532,1045,5132,113
1/25/2022,Jogging Shoes Puma,Sports,15,2519,4338,27288,94
6/25/2024,Ladies Flats Gold,Ladies,13,836,1584,9726,39
4/13/2024,Formal Pump Ladies,Ladies,13,1577,2784,15691,21
3/5/2022,Ladies Heels Red,Ladies,12,1188,2438,15002,106
12/3/2023,Kids Sneakers Blue,Kids,5,595,1218,3114,130
11/26/2023,Casual Canvas White,Casual,3,591,1109,1555,82
2/18/2024,Ladies Heels Red,Ladies,14,1190,2423,17257,72
8/7/2023,Ladies Heels Red,Ladies,14,1211,2582,,17
9/22/2022,Sports Adidas Ultra,Sports,9,3147,5513,21302,35
4/26/2022,Boots Winter Leather,Forml,15,3263,5846,38747,80
12/31/2022,Casual Loafers Brown,Casual,14,875,1897,14316,34
9/15/2024,Casual Loafers Brown,Casual,15,833,1743,13647,29
12/18/2024,Ladies Flats Gold,Ladies,1,,1593,853,69
4/7/2024,Formal Oxford Black,Formal,2,1729,3058,2656,33
9/25/2024,Casual Loafers Brown,Casual,7,969,1890,,28
2/27/2023,Sandals Summer,Casual,8,401,879,3824,53
12/25/2022,Slippers Home,Casual,12,231,527,3549,49
11/27/2023,Ladies Heels Red,Ladies,4,1241,2485,4975,82
11/28/2023,Kids Formal Black,Kids,7,708,1498,5528,41
8/21/2022,Formal Pump Ladies,Ladies,14,1605,2974,19163,27
5/29/2022,Formal Oxford Black,Formal,3,1889,3186,3892,60
8/16/2023,Sports Adidas Ultra,Sports,12,3374,5533,25912,57
10/1/2024,Boots Winter Leather,Formal,11,3463,5969,27558,92
8/9/2023,Ladies Heels Red,Ladies,2,1289,2603,2628,99
11/12/2023,  Formal Oxford Black  ,Formal,16,1853,3114,20184,
5/10/2023,Ladies Heels Red,Ladies,6,1105,2638,9200,28
11/26/2024,Ladies Flats Gold,Ladies,13,787,1744,12439,89
11/6/2024,Ethnic Mojri,Ethnic,9,502,1078,5190,
6/27/2024,Sandals Summer,Casual,11,416,,5716,51
12/13/2022,Running Shoes Nike Air,Sports,13,2975,4505,19890,71
10/30/2024,Running Shoes Nike Air,sports,5,2968,4560,7960,12
10/1/2024,Formal Pump Ladies,Ladies,5,1590,3056,7329,13
5/6/2024,Formal Oxford Black,Formal,4,1904,3491,6349,40
5/19/2023,Slippers Home,Casual,6,251,574,1941,48
9/12/2024,Slippers Home,Casual,2,,568,604,79
4/24/2023,Ladies Heels Red,Ladies,2,1270,2417,2294,80
2/6/2022,Kids Formal Black,Kids,4,747,1495,,
1/17/2024,Ladies Heels Red,Ladies,10,1256,2579,13233,49
5/27/2023,Slippers Home,Casual,7,245,568,2262,41
11/8/2023,Ladies Flats Gold,Ladies,5,857,1695,4187,47
6/1/2024,Ethnic Mojri,Ethnic,1,494,,510,33
9/28/2024,Boots Winter Leather,,9,3480,5976,22460,29
10/13/2023,Sandals Summer,Casual,9,397,945,4928,42
4/11/2023,Sports Adidas Ultra,Sports,9,2978,5439,22154,24
8/2/2024,Slippers Home,Casual,5,266,591,1624,44
7/5/2024,Sandals Summer,Casual,10,,886,4790,27
10/11/2022,Slippers Home,Casual,14,237,586,4886,127
3/16/2023,Sandals Summer,Casual,11,418,860,4862,103
4/23/2022,Boots Winter Leather,Formal,8,3536,6591,24438,38
7/5/2023,Boots Winter Leather,Formal,9,3255,6290,27317,18
6/10/2024,Casual Canvas White,Casual,11,529,1084,6103,100
10/27/2023,Kids Formal Black,Kids,5,667,1484,4083,126
12/26/2022,  Jogging Shoes Puma  ,Sports,10,2574,4276,17013,25
10/4/2023,Sports Adidas Ultra,Sports,7,3108,5354,15721,124
12/25/2024,Ethnic Mojri,Ethnic,1,,990,490,85
2/16/2023,Jogging Shoes Puma,Sports,1,2629,4112,1483,23
7/2/2024,Sandals Summer,Casual,4,413,907,1976,37
5/7/2023,Ethnic Mojri,Ethnic,12,526,967,5292,24
6/4/2023,Running Shoes Nike Air,Sports,3,2810,4447,4911,40
3/7/2024,Ladies Heels Red,Ladies,14,1232,2621,19446,28
1/7/2023,Kids Formal Black,Kids,8,695,1531,6686,126
2/2/2024,Ethnic Mojri,ethnic,4,460,960,2000,71
10/8/2024,Sandals Summer,Casual,2,390,971,1164,48
7/25/2024,Boots Winter Leather,Formal,3,3423,6460,9109,122
5/10/2024,Formal Oxford Black,Formal,12,1826,3267,17287,57
6/13/2024,Jogging Shoes Puma,Sports,7,2453,4134,,125
4/29/2022,Formal Oxford Black,Formal,5,1700,3382,8406,94
7/23/2023,Kids Formal Black,Kids,1,665,1436,772,76
10/20/2023,Running Shoes Nike Air,Sports,12,,4679,23209,117
11/14/2022,Boots Winter Leather,Formal,,3646,5898,6756,62
2/27/2024,Ladies Flats Gold,Ladies,10,845,1607,7620,109
8/18/2022,Ethnic Mojri,Ethnic,14,510,1030,7275,46
8/4/2022,Boots Winter Leather,Formal,7,3294,5715,16946,
6/4/2022,Kids Sneakers Blue,Kids,3,555,1247,2079,82
9/24/2022,Ladies Flats Gold,Ladies,15,743,1644,13516,68
5/27/2022,Formal Pump Ladies,Ladies,13,1439,2663,15910,42
8/17/2022,Jogging Shoes Puma,Sports,5,2375,3958,7914,38
11/22/2023,Formal Pump Ladies,Ladies,1,1539,2872,1332,103
8/26/2023,Boots Winter Leather,Formal,1,3778,6334,2556,115
6/15/2024,Jogging Shoes Puma,Sports,15,2406,4330,28866,107
4/8/2022,Ethnic Mojri,Ethnic,7,526,1027,3508,
7/19/2022,Jogging Shoes Puma,Sports,11,2470,3862,15319,30
11/24/2023,Boots Winter Leather,Formal,3,3750,6155,7214,29
11/9/2024,Ladies Flats Gold,ladies,8,775,,7263,39
8/22/2024,Kids Formal Black,Kids,3,652,1520,2607,145
9/6/2022,Formal Pump Ladies,Ladies,11,1518,2943,,81
4/1/2022,  Boots Winter Leather  ,Formal,12,3334,6152,33810,
9/22/2022,Slippers Home,Casual,15,240,556,4740,96
5/28/2023,Ethnic Mojri,Ethnic,11,481,1076,6541,41
4/8/2023,Formal Pump Ladies,Ladies,1,1400,2712,1312,21
4/23/2022,Sports Adidas Ultra,Sports,16,3085,5702,41884,52
7/3/2023,Ladies Flats Gold,Ladies,2,791,1673,1763,78
1/5/2024,Sports Adidas Ultra,Sports,11,3315,5138,20049,97
12/29/2024,Running Shoes Nike Air,Sports,1,2836,4853,2017,81
3/15/2024,Ladies Heels Red,Ladies,6,1224,2597,8235,95
11/28/2022,Ladies Flats Gold,Ladies,1,755,1631,876,27
9/25/2022,Casual Loafers Brown,Casual,,907,1722,5702,71
1/20/2024,Formal Pump Ladies,Ladies,14,1472,2888,19817,35
3/1/2024,Slippers Home,Casual,13,244,567,4196,63
1/4/2024,Running Shoes Nike Air,Sports,,2719,4296,12614,129
3/11/2023,Casual Canvas White,Casual,1,580,,599,32
9/16/2024,Ladies Flats Gold,Ladies,11,760,1694,10279,19
2/24/2022,Sports Adidas Ultra,Sports,10,3164,5559,23944,21
4/24/2024,Jogging Shoes Puma,Sports,4,2556,4327,7085,23
7/15/2022,Formal Pump Ladies,Ladies,15,1530,,22260,99
2/9/2023,Kids Formal Black,Kids,5,754,1479,3625,41
2/18/2023,Ladies Flats Gold,Ladies,10,749,1676,9273,26
3/14/2024,Sandals Summer,Casual,15,391,916,7878,139
1/12/2022,Ladies Flats Gold,Ladies,4,810,1530,2878,69
9/30/2024,Formal Oxford Black,Formal,2,1910,3311,2802,90
11/18/2022,Kids Sneakers Blue,Kids,9,617,1190,5153,62
9/29/2023,Casual Loafers Brown,Casual,,951,1795,8441,111
12/21/2023,Ladies Heels Red,Ladies,10,1111,2363,12517,76
5/26/2024,Running Shoes Nike Air,Sports,13,2643,4665,26283,53
5/27/2024,Formal Oxford Black,Formal,3,1771,3344,4720,67
5/27/2022,Running Shoes Nike Air,Sports,13,2870,4848,,91
7/15/2023,Boots Winter Leather,Formal,12,3641,6427,33426,94
3/11/2023,Casual Loafers Brown,Casual,8,,1769,7112,33
4/13/2023,  Boots Winter Leather  ,Formal,12,3476,6095,31424,71
1/9/2022,Slippers Home,Casual,13,264,568,3945,64
6/17/2023,Ladies Heels Red,Ladies,1,1276,2347,1072,58
2/6/2024,Jogging Shoes Puma,Sports,13,2388,4374,25820,27
6/7/2024,Jogging Shoes Puma,Sports,14,2415,4382,27536,26
12/29/2023,Formal Pump Ladies,Ladies,4,1552,2972,5680,28
2/12/2022,Ethnic Mojri,Ethnic,6,530,1097,3405,51
2/23/2023,Ladies Heels Red,Ladies,7,1139,2636,10479,92
11/26/2023,Slippers Home,Casual,15,260,579,4784,95
5/15/2023,Kids Sneakers Blue,Kids,3,604,1152,,74
9/11/2023,Ladies Flats Gold,Ladies,9,785,1629,7596,39
5/20/2023,Kids Sneakers Blue,Kids,15,636,,,47
6/14/2023,Sandals Summer,Casual,,421,888,4196,102
10/29/2023,Ladies Flats Gold,Ladie,14,782,1729,13247,19
8/21/2022,Ethnic Mojri,Ethnic,2,466,1002,1070,44
12/26/2024,Jogging Shoes Puma,Sports,4,2614,4388,7094,31
11/24/2023,Formal Oxford Black,Formal,13,1675,3289,20981,28
11/11/2024,Kids Sneakers Blue,Kids,5,582,1283,3501,86
2/19/2022,Sports Adidas Ultra,Sports,6,3413,5113,10200,31
6/4/2023,Sandals Summer,Casual,8,432,936,4035,28
6/21/2023,Kids Formal Black,Kids,10,692,1334,6424,65
3/15/2023,Ethnic Mojri,Ethnic,2,485,1061,1152,129
9/9/2023,,Kids,12,753,1336,6996,51
12/27/2022,Slippers Home,,4,240,593,1409,37
3/17/2024,Boots Winter Leather,Formal,3,3562,6415,8559,95
11/21/2024,Kids Formal Black,Kids,5,663,1507,4218,21
3/30/2022,Sandals Summer,Casual,15,407,877,7046,39
11/1/2022,Kids Formal Black,Kids,11,703,1527,9073,110
6/26/2022,Sandals Summer,Casual,5,376,907,2653,94
10/7/2024,,Kids,13,718,1494,10093,119
4/26/2023,Casual Loafers Brown,Casual,6,880,1929,6293,88
11/9/2024,Kids Formal Black,Kids,11,645,1423,8561,47
8/5/2024,Formal Oxford Black,Formal,8,1913,3142,9835,53
3/12/2023,Ladies Heels Red,Ladies,11,1232,2359,12397,16
3/10/2022,Sandals Summer,Casual,11,429,988,6152,29
3/19/2022,Running Shoes Nike Air,Sports,16,2966,,24755,65
1/5/2022,Sports Adidas Ultra,Sports,13,3035,5652,34013,148
9/8/2023,Formal Pump Ladies,Ladies,3,1572,2853,3841,11
10/17/2023,Running Shoes Nike Air,Sports,1,2746,4559,1812,39
6/17/2023,Running Shoes Nike Air,Sports,8,2873,4581,13664,81
9/26/2023,Kids Formal Black,Kids,12,652,1519,10398,78
7/28/2024,,Ladies,9,1410,3015,14441,109
7/13/2023,Ethnic Mojri,Ethnic,10,516,1065,5486,14
11/25/2024,Sports Adidas Ultra,Sports,11,3045,5162,23298,39
3/28/2024,Kids Formal Black,Kids,12,673,1510,10044,43
1/28/2023,Slippers Home,Casual,12,269,590,3858,21
2/26/2024,Casual Canvas White,Casual,,578,1210,3161,51
4/21/2022,Sports Adidas Ultra,Sports,15,3427,5203,,
9/10/2022,Ladies Flats Gold,Ladies,11,774,1695,10130,31
7/18/2024,Formal Oxford Black,Formal,1,1891,3047,1156,34
3/11/2023,Kids Formal Black,Kids,11,724,1518,8735,33
10/3/2023,Jogging Shoes Puma,Sports,21,2345,4332,41733,62
10/31/2023,Casual Canvas White,Casual,1,537,1175,638,50
5/16/2023,Jogging Shoes Puma,Sports,1,2416,3891,1475,109
10/7/2022,Formal Pump Ladies,Ladies,11,1559,2669,12216,53
2/11/2023,Formal Oxford Black,Formal,8,1763,3133,10960,
4/21/2022,Sandals Summer,Casual,3,377,929,1655,
9/20/2022,Formal Oxford Black,Formal,12,1881,3104,14685,47
9/10/2024,Casual Loafers Brown,Casual,7,846,1930,7588,56
5/19/2024,Casual Loafers Brown,Casual,10,966,,9901,43
1/23/2023,Ethnic Mojri,Ethnic,9,,1043,4795,23
12/5/2023,Formal Pump Ladies,Ladies,2,1587,,2154,82
1/8/2023,Formal Oxford Black,Formal,8,1729,3155,11406,33
4/20/2023,Casual Loafers Brown,Casual,13,923,1771,11030,100
1/5/2022,Sandals Summer,Casual,15,431,964,7993,86
5/14/2022,Kids Formal Black,Kids,7,699,1451,5267,35
3/31/2023,Boots Winter Leather,Formal,10,3633,5980,23471,44
3/21/2022,Kids Sneakers Blue,Kids,12,595,1319,8694,48
7/23/2024,Sandals Summer,,5,424,951,2636,16
11/26/2024,Ladies Heels Red,Ladies,,1260,2329,4276,93
4/13/2023,Sports Adidas Ultra,Sports,16,3024,5039,,98
12/3/2024,Ladies Heels Red,Ladies,4,1262,2415,4610,66
6/2/2024,Ladies Heels Red,Ladies,3,1128,2381,3759,71
7/26/2024,Ethnic Mojri,Ethnic,10,489,971,4814,11
1/20/2024,Kids Sneakers Blue,Kids,5,593,1181,2941,57
11/21/2022,Slippers Home,Casual,10,257,566,3096,120
9/3/2023,Kids Sneakers Blue,Kids,12,594,1157,6749,42
8/18/2022,Casual Loafers Brown,Casual,10,847,1865,10186,40
1/16/2024,Sports Adidas Ultra,Sports,4,,5647,10169,33
9/2/2022,Casual Canvas White,Casual,3,584,1147,1691,34
5/9/2024,Casual Canvas White,Casual,3,538,1191,1959,22
12/25/2023,Ladies Heels Red,Ladies,2,1222,2598,2752,53
11/10/2023,Casual Loafers Brown,Casual,1,922,1844,922,43
5/9/2022,Formal Pump Ladies,Ladies,12,1574,2686,13346,51
6/15/2022,,Sports,10,2403,4346,19433,15
1/23/2022,Casual Loafers Brown,Casual,11,840,1849,11099,52
11/24/2023,  Running Shoes Nike Air  ,Sports,14,2899,4764,,55
11/17/2024,Boots Winter Leather,Formal,10,3725,6061,23354,73
12/6/2022,Ladies Heels Red,Ladies,9,1148,2321,,90
1/11/2023,Casual Loafers Brown,Casual,1,855,1930,1075,133
8/6/2024,,Ladies,15,1531,3017,22284,73
4/19/2024,Casual Canvas White,Casual,8,584,1165,4647,62
12/29/2024,Casual Canvas White,Casual,10,510,1046,5365,49
5/11/2024,Formal Pump Ladies,Ladies,6,1477,3034,9344,81
8/20/2024,Casual Loafers Brown,Casual,10,934,1918,9841,24
3/3/2024,Ladies Flats Gold,Ladies,11,786,,10255,85
1/28/2022,Ladies Heels Red,Ladies,8,1238,2556,10542,42
4/10/2022,Ethnic Mojri,Ethnic,,469,1074,6053,41
10/11/2023,Casual Loafers Brown,Casual,11,911,1833,10139,69
4/5/2022,Casual Canvas White,Casual,8,515,1172,5259,50
4/20/2024,Ethnic Mojri,Ethnic,,539,1035,496,15
9/24/2024,Formal Pump Ladies,Ladies,15,1542,2799,18855,28
1/13/2024,Ladies Flats Gold,Ladies,3,768,1701,,92
7/1/2023,Sports Adidas Ultra,Sports,3,3232,5694,7388,29
10/29/2024,Formal Oxford Black,Formal,8,1904,3254,10799,17
2/14/2022,Formal Pump Ladies,Ladies,,1450,2817,1367,36
7/22/2023,Ladies Flats Gold,Ladies,1,752,1656,905,128
5/19/2022,Casual Loafers Brown,Casual,4,868,1733,,49
7/3/2022,Ladies Flats Gold,Ladies,11,792,1667,9621,40
12/18/2022,Ladies Flats Gold,Ladies,6,771,1656,5310,129
4/9/2023,Casual Loafers Brown,Casual,10,908,1870,,64
10/30/2023,Ladies Flats Gold,Ladies,,821,1545,5066,12
6/6/2022,Sandals Summer,Casual,12,428,908,5762,20
5/24/2024,Jogging Shoes Puma,Sports,1,2519,3904,1385,
12/20/2024,Kids Formal Black,Kids,8,663,1350,5491,50
11/11/2022,Formal Oxford Black,Formal,14,1671,3298,22775,37
11/6/2024,Jogging Shoes Puma,Sports,14,2367,4181,25397,57
1/23/2022,Sports Adidas Ultra,Sports,14,2944,5164,31074,
3/26/2023,Ladies Flats Gold,Ladies,9,862,1703,7564,91
5/29/2022,Formal Oxford Black,Formal,9,1759,3410,14855,63
8/10/2023,Kids Sneakers Blue,Kids,6,601,1300,4197,36
11/10/2022,Sandals Summer,Casual,10,420,957,5379,45
2/25/2023,Casual Loafers Brown,Casual,4,831,1938,4426,80
11/8/2022,Jogging Shoes Puma,Sports,18,2420,4051,,45
6/24/2022,Slippers Home,Casual,14,235,527,4091,
5/8/2023,,Formal,8,3624,6407,22264,132
6/21/2022,Sandals Summer,Casual,5,409,,2812,123
6/30/2023,Kids Sneakers Blue,Kids,16,575,1232,10511,14
3/22/2022,Sports Adidas Ultra,Sports,14,3133,,34076,120
3/8/2022,Ladies Flats Gold,Ladies,,756,1563,,127
8/6/2024,Boots Winter Leather,Formal,15,3297,5743,36682,80
9/2/2024,Casual Canvas White,Casual,4,556,1102,2183,59
8/31/2022,Formal Pump Ladies,Ladies,11,1394,2809,15564,98
3/9/2023,Formal Oxford Black,Formal,11,1856,3400,16982,64
9/22/2024,Formal Pump Ladies,Ladies,8,1446,3008,12491,50
10/21/2024,Slippers Home,Casual,6,262,,,115
9/11/2022,Running Shoes Nike Air,sports,,2755,4332,,56
8/10/2024,Ethnic Mojri,Ethnic,3,533,1002,1409,47
6/6/2023,Ethnic Mojri,Ethnic,4,480,980,1999,19
11/29/2024,Sports Adidas Ultra,Sports,4,3428,5519,8362,108
8/17/2022,Formal Pump Ladies,Ladies,6,1468,2828,8164,47
8/31/2024,Slippers Home,Casual,5,245,573,1638,
10/9/2024,Ladies Flats Gold,Ladies,,766,1553,10228,29
2/23/2023,Slippers Home,Casual,10,239,562,3236,83
6/9/2023,Casual Canvas White,Casual,10,589,1178,5890,85
11/2/2023,Ethnic Mojri,Ethnic,12,467,1011,6524,70
1/30/2022,Formal Pump Ladies,Ladies,,1584,2912,,107
8/24/2022,Sports Adidas Ultra,Sports,15,3083,5287,33053,139
3/15/2024,Slippers Home,Casual,,256,541,285,21
5/17/2022,Kids Formal Black,Kids,2,723,1330,1215,102
7/31/2023,Jogging Shoes Puma,Sports,7,2310,3900,11134,
1/30/2023,Boots Winter Leather,Formal,4,3724,6005,9124,51
9/24/2022,Ethnic Mojri,Ethnic,4,531,964,1732,49
8/6/2023,Kids Formal Black,Kids,15,701,1493,11876,46
12/23/2024,Formal Oxford Black,Formal,7,1931,3298,9567,55
10/26/2022,Casual Loafers Brown,Casual,8,838,1974,9092,34
1/25/2024,Ladies Heels Red,Ladies,14,1122,,16479,25
7/22/2023,Sandals Summer,Casual,14,385,879,6919,41
2/27/2024,Casual Canvas White,Casual,2,583,1199,1232,49
2/9/2022,Sports Adidas Ultra,Sports,1,3177,5185,2008,80
4/26/2024,Jogging Shoes Puma,,19,2516,4326,34395,
1/28/2022,Jogging Shoes Puma,Sports,,2488,4249,3523,92
4/15/2023,Boots Winter Leather,Formal,1,3565,6520,2955,46
7/10/2022,Casual Canvas White,Casual,10,521,1180,6582,15
9/4/2023,Sandals Summer,Casual,12,430,929,5994,33
12/20/2024,Formal Pump Ladies,Ladies,14,1441,3025,22183,48
6/4/2023,,Formal,8,,3077,9155,129
11/5/2022,Sandals Summer,Casual,9,379,888,4584,55
4/9/2022,Kids Sneakers Blue,Kids,12,563,1305,8900,34
2/23/2022,Formal Oxford Black,Formal,6,1831,,7442,59
9/30/2022,Formal Oxford Black,Formal,,1865,3330,11726,21
1/3/2022,Kids Sneakers Blue,Kids,3,576,1241,1996,74
2/6/2023,Ladies Heels Red,Ladies,13,1211,2563,17578,30
11/22/2022,Casual Loafers Brown,Casual,4,845,1978,4534,80
12/24/2023,Jogging Shoes Puma,Sprots,12,2570,4332,21148,54
10/31/2024,Sports Adidas Ultra,Sports,21,3064,5494,51016,23
5/14/2024,Formal Oxford Black,Formal,,1658,3203,6182,
11/14/2024,Sports Adidas Ultra,Sports,21,3220,5373,45214,51
11/19/2024,Running Shoes Nike Air,Sports,1,2908,4541,1633,26
4/20/2024,Formal Oxford Black,Formal,4,1713,3258,6179,14
6/24/2023,Ethnic Mojri,Ethnic,11,514,1085,6276,85
4/18/2024,Kids Sneakers Blue,Kids,11,610,1294,7526,30
5/2/2023,Boots Winter Leather,Formal,11,3364,6264,31895,15
9/10/2022,Sandals Summer,Casual,9,413,876,4167,45
9/9/2023,Ladies Flats Gold,Ladies,7,804,1603,5592,48
9/27/2022,Slippers Home,Casual,8,264,567,2425,69
1/10/2023,Kids Formal Black,Kids,12,708,1383,8106,100
12/7/2022,Sandals Summer,Casual,8,375,893,4143,121
2/5/2024,Sports Adidas Ultra,Sports,5,3199,5505,11528,85
1/23/2023,Slippers Home,Casual,12,244,589,4148,35
2/16/2022,Running Shoes Nike Air,Sports,15,2848,4610,26439,30
8/27/2022,,Casual,12,230,530,3595,32
4/19/2024,Slippers Home,Casual,8,254,555,2406,57
4/27/2024,Kids Formal Black,,,663,1377,9994,43
10/27/2022,Formal Oxford Black,Formal,1,1677,3314,1637,90
7/3/2023,Jogging Shoes Puma,Sports,4,2637,4128,5965,52
12/19/2024,Formal Pump Ladies,Ladies,1,1388,2801,1413,66
5/5/2022,Ladies Flats Gold,Ladies,11,,1546,7625,50
6/18/2023,Running Shoes Nike Air,Sports,11,2747,4901,23694,70
5/23/2023,Running Shoes Nike Air,Sports,9,2927,4678,,
1/12/2024,Sports Adidas Ultra,Sports,-3,3385,4993,4824,52
12/15/2023,Sports Adidas Ultra,Sports,4,3366,5444,,76
2/9/2023,Kids Sneakers Blue,Kids,4,616,1198,2329,39
1/22/2024,Kids Sneakers Blue,Kids,4,621,1302,2724,49
4/11/2022,Boots Winter Leather,Formal,8,3536,6203,21337,24
10/12/2024,Kids Sneakers Blue,Kids,12,640,1283,7710,26
5/28/2022,Sandals Summer,Casual,8,385,865,3837,47
7/9/2024,Formal Oxford Black,Formal,3,1866,3481,4845,51
9/2/2024,Ethnic Mojri,Ethnic,3,467,1027,1680,97
6/11/2023,Formal Pump Ladies,Ladies,6,1476,2894,8506,106
8/23/2024,Casual Canvas White,Casual,8,521,1159,5106,101
3/22/2022,Casual Canvas White,Casual,15,,1074,7592,96
12/27/2023,Formal Oxford Black,Formal,18,1839,3497,29840,91
10/8/2023,Casual Canvas White,Casual,1,518,1172,654,
12/4/2022,  Ethnic Mojri  ,Ethnic,10,476,1085,6088,107
4/21/2024,Ladies Heels Red,Ladies,14,,2607,18361,114
12/10/2024,Ladies Flats Gold,Ladies,9,794,,7115,74
4/16/2024,Kids Sneakers Blue,Kids,14,570,1188,8647,55
10/18/2024,,Kids,9,633,1230,5374,130
11/3/2022,Ethnic Mojri,Ethnic,5,,965,2195,50
4/27/2024,Formal Oxford Black,Formal,11,1732,3313,17391,65
2/28/2024,Kids Sneakers Blue,Kids,2,638,1275,1275,44
11/18/2023,Kids Formal Black,Kids,10,646,1524,8779,60
1/18/2024,Ethnic Mojri,Ethnic,5,534,1018,2420,15
9/4/2023,Kids Formal Black,Kids,13,720,1391,8713,80
9/23/2023,Ladies Heels Red,Ladies,6,1129,2303,7043,61
6/22/2023,Slippers Home,Casual,1,263,547,284,16
12/21/2023,  Slippers Home  ,Casual,1,232,585,353,29
8/18/2022,Ladies Heels Red,Ladies,9,1187,2417,11071,83
5/19/2023,Ethnic Mojri,Ethnic,3,535,1096,1682,60
10/12/2024,Casual Loafers Brown,Casual,3,923,1746,2467,69
5/8/2024,Running Shoes Nike Air,Sports,4,2713,4696,7929,101
10/17/2024,Kids Formal Black,Kids,6,721,1385,3984,96
11/6/2024,Ethnic Mojri,Ethnic,9,516,1003,4385,75
11/18/2023,Kids Formal Black,Kids,12,649,,8712,70
3/5/2023,Slippers Home,Casual,11,266,530,2908,64
1/26/2024,Formal Oxford Black,Formal,6,1891,3126,7406,47
12/18/2023,Running Shoes Nike Air,Sports,14,2722,4597,26247,68
1/8/2023,Formal Pump Ladies,Ladies,14,1476,,,35
6/21/2023,Slippers Home,Casual,14,,532,4083,17
11/4/2023,Running Shoes Nike Air,Sports,5,2822,4726,9520,83
11/7/2024,Casual Canvas White,Casual,3,568,,1618,43
12/19/2023,Running Shoes Nike Air,Sports,12,2897,4364,17600,56
11/3/2023,Casual Canvas White,Casual,11,555,1170,6760,28
8/17/2022,Kids Sneakers Blue,Kids,10,644,1202,5577,68
5/1/2024,Formal Pump Ladies,Ladies,2,1611,2687,2151,107
12/25/2022,Casual Canvas White,Casual,5,551,1103,2763,106
5/9/2023,Kids Formal Black,,15,672,1418,11196,79
11/18/2022,Formal Oxford Black,Formal,7,1755,3273,10626,117
9/29/2022,Running Shoes Nike Air,,,2763,4395,3265,22
11/20/2022,Slippers Home,Casual,6,247,583,2019,130
5/27/2024,Kids Formal Black,Kids,10,700,1458,7579,34
3/21/2023,Ethnic Mojri,Ethnic,13,518,1026,6613,94
10/21/2024,Casual Loafers Brown,Casual,15,914,1795,13221,45
10/26/2022,Kids Sneakers Blue,Kids,8,615,1154,,108
7/27/2024,Sports Adidas Ultra,Sports,,3352,5443,23000,10
8/15/2022,Sandals Summer,Casual,8,,974,4388,48
8/17/2024,Formal Oxford Black,Formal,8,1717,3222,12040,16
10/22/2022,Jogging Shoes Puma,Sports,9,2544,4191,14823,46
2/8/2023,Ladies Heels Red,Ladies,10,1201,2569,13678,20
